Tweet;Sentimen;step01;tokens;step02;ProcessedText
Antisipasi Penularan Covid-19, Polres Tanjung Balai Himbau Masyarakat yang Masih Berkerumun Agar Kembali Kerumah;1.0;antisipasi penularan covid number polres tanjung balai himbau masyarakat yang masih berkerumun agar kembali kerumah;['antisipasi', 'penularan', 'covid', 'number', 'polres', 'tanjung', 'balai', 'himbau', 'masyarakat', 'berkerumun', 'kerumah'];antisipasi penularan covid number polres tanjung balai himbau masyarakat berkerumun kerumah;antisipasi tular covid number polres tanjung balai himbau masyarakat kerumun rumah
Ringkasnya.. positive thinking yang keliru menghadapi covid songolas akibatnya: 1. Ilusi kontrol 2. Ilusi superioritas 3. Ilusi kemungkinan;1.0;ringkasnya repeated positive thinking yang keliru menghadapi covid songolas akibatnya number ilusi kontrol number ilusi superioritas number ilusi kemungkinan;['ringkasnya', 'repeated', 'positive', 'thinking', 'keliru', 'menghadapi', 'covid', 'songolas', 'akibatnya', 'number', 'ilusi', 'kontrol', 'number', 'ilusi', 'superioritas', 'number', 'ilusi'];ringkasnya repeated positive thinking keliru menghadapi covid songolas akibatnya number ilusi kontrol number ilusi superioritas number ilusi;ringkas repeated positive thinking keliru hadap covid songolas akibat number ilusi kontrol number ilusi superioritas number ilusi
Pasien 03-04 Covid-19 Jambi Diisolasi, Apakah Keluarga Gubernur FU?;0.0;pasien number number covid number jambi diisolasi apakah keluarga gubernur fu;['pasien', 'number', 'number', 'covid', 'number', 'jambi', 'diisolasi', 'keluarga', 'gubernur', 'fu'];pasien number number covid number jambi diisolasi keluarga gubernur fu;pasien number number covid number jambi isolasi keluarga gubernur fu
Grafik Perkembangan Kasus COVID-19 di Kabupaten Bantul 11 April 2020;0.0;grafik perkembangan kasus allcaps covid allcaps number di kabupaten bantul number april number;['grafik', 'perkembangan', 'allcaps', 'covid', 'allcaps', 'number', 'kabupaten', 'bantul', 'number', 'april', 'number'];grafik perkembangan allcaps covid allcaps number kabupaten bantul number april number;grafik kembang allcaps covid allcaps number kabupaten bantul number april number
Mari Bersama Kita Putus Rantai Penyebaran Virus COVID-19. STAY HOME TETAP TENANG TETAP WASPADA. Sayangi Diri Anda dan Keluarga Anda ;1.0;mari bersama kita putus rantai penyebaran virus allcaps covid allcaps number allcaps stay home tetap tenang tetap waspada allcaps sayangi diri anda dan keluarga anda;['mari', 'putus', 'rantai', 'penyebaran', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'stay', 'home', 'tenang', 'waspada', 'allcaps', 'sayangi', 'keluarga'];mari putus rantai penyebaran virus allcaps covid allcaps number allcaps stay home tenang waspada allcaps sayangi keluarga;mari putus rantai sebar virus allcaps covid allcaps number allcaps stay home tenang waspada allcaps sayang keluarga
Dicurhatin si pasien covid yg lagi jenuh, bete karna harus di ruang isolasi mulu. Idupnya rebahan, main hape, makan, mandi. Repeat;0.0;dicurhatin si pasien covid yg lagi jenuh bete karna harus di ruang isolasi mulu idupnya rebahan main hape makan mandi repeat;['dicurhatin', 'si', 'pasien', 'covid', 'yg', 'jenuh', 'bete', 'karna', 'ruang', 'isolasi', 'mulu', 'idupnya', 'rebahan', 'main', 'hape', 'makan', 'mandi', 'repeat'];dicurhatin si pasien covid yg jenuh bete karna ruang isolasi mulu idupnya rebahan main hape makan mandi repeat;dicurhatin si pasien covid yg jenuh bete karna ruang isolasi mulu idupnya rebah main hape makan mandi repeat
Anggota Komisi II Minta Kepala Daerah Ambil Langkah Strategis Tangani Corona Covid-19 - News;1.0;anggota komisi ii minta kepala daerah ambil langkah strategis tangani corona covid number news;['anggota', 'komisi', 'ii', 'kepala', 'daerah', 'ambil', 'langkah', 'strategis', 'tangani', 'corona', 'covid', 'number', 'news'];anggota komisi ii kepala daerah ambil langkah strategis tangani corona covid number news;anggota komisi ii kepala daerah ambil langkah strategis tangan corona covid number news
Angka Positif Covid-19 Tembus 3.842, Pemerintah: Masyarakat Belum Disiplin .;0.0;angka positif covid number tembus number pemerintah masyarakat belum disiplin;['angka', 'positif', 'covid', 'number', 'tembus', 'number', 'pemerintah', 'masyarakat', 'disiplin'];angka positif covid number tembus number pemerintah masyarakat disiplin;angka positif covid number tembus number perintah masyarakat disiplin
Tapi kalau tersangkut covid mcm mana. Aku lagi sarankan keluar pakai mask. Supaya kau tak menyebar dan di sebarkan;1.0;tapi kalau tersangkut covid mcm mana aku lagi sarankan keluar pakai mask supaya kau tak menyebar dan di sebarkan;['tersangkut', 'covid', 'mcm', 'sarankan', 'pakai', 'mask', 'kau', 'menyebar', 'sebarkan'];tersangkut covid mcm sarankan pakai mask kau menyebar sebarkan;sangkut covid mcm saran pakai mask kau sebar sebar
Covid-19 ikut memukul perekonomian, dan pemerintah pun memberikan stimulus bagi dunia usaha dan industri. Berapa jumlah UMKM di Indonesia?;0.0;covid number ikut memukul perekonomian dan pemerintah pun memberikan stimulus bagi dunia usaha dan industri berapa jumlah allcaps umkm allcaps di indonesia;['covid', 'number', 'memukul', 'perekonomian', 'pemerintah', 'stimulus', 'dunia', 'usaha', 'industri', 'allcaps', 'umkm', 'allcaps', 'indonesia'];covid number memukul perekonomian pemerintah stimulus dunia usaha industri allcaps umkm allcaps indonesia;covid number pukul ekonomi perintah stimulus dunia usaha industri allcaps umkm allcaps indonesia
[DISTENSIF Distensif ke 2 kali ini kita akan berdiskusi terkait penangan COVID-19 dalam pandangan kesehatan masyarakat dengan narasumber Dr. Irvan Afriandi, dr., Grad. Dipl. OEH., MPH., Selaku Wakil Dekan Fakultas Kedokteran Unpad.;1.0;allcaps distensif allcaps distensif ke number kali ini kita akan berdiskusi terkait penangan allcaps covid allcaps number dalam pandangan kesehatan masyarakat dengan narasumber dr irvan afriandi dr grad dipl allcaps oeh allcaps allcaps mph allcaps selaku wakil dekan fakultas kedokteran unpad;['allcaps', 'distensif', 'allcaps', 'distensif', 'number', 'kali', 'berdiskusi', 'terkait', 'penangan', 'allcaps', 'covid', 'allcaps', 'number', 'pandangan', 'kesehatan', 'masyarakat', 'narasumber', 'dr', 'irvan', 'afriandi', 'dr', 'grad', 'dipl', 'allcaps', 'oeh', 'allcaps', 'allcaps', 'mph', 'allcaps', 'wakil', 'dekan', 'fakultas', 'kedokteran', 'unpad'];allcaps distensif allcaps distensif number kali berdiskusi terkait penangan allcaps covid allcaps number pandangan kesehatan masyarakat narasumber dr irvan afriandi dr grad dipl allcaps oeh allcaps allcaps mph allcaps wakil dekan fakultas kedokteran unpad;allcaps distensif allcaps distensif number kali diskus kait nang allcaps covid allcaps number pandang sehat masyarakat narasumber dr irvan afriandi dr grad dipl allcaps oeh allcaps allcaps mph allcaps wakil dekan fakultas dokter unpad
Apalagi orang yg lebih berbahaya dari covid 19. Lurus, Belok,Pergi;-1.0;apalagi orang yg lebih berbahaya dari covid number lurus belok pergi;['orang', 'yg', 'berbahaya', 'covid', 'number', 'lurus', 'belok', 'pergi'];orang yg berbahaya covid number lurus belok pergi;orang yg bahaya covid number lurus belok pergi
salah satu temen ngegame ada yang positif covid-19. aku yakin dia bakal sembuh dan baik-baik saja, tapi ngerti dia panik dan ketakutan, aku langsung sedih;1.0;salah satu temen ngegame ada yang positif covid number aku yakin dia bakal sembuh dan baik baik saja tapi ngerti dia panik dan ketakutan aku langsung sedih;['salah', 'temen', 'ngegame', 'positif', 'covid', 'number', 'sembuh', 'ngerti', 'panik', 'ketakutan', 'langsung', 'sedih'];salah temen ngegame positif covid number sembuh ngerti panik ketakutan langsung sedih;salah temen ngegame positif covid number sembuh ngerti panik takut langsung sedih
Masa covid ni la kita nak hiburkan orang dengan kebodohan;-1.0;masa covid ni la kita nak hiburkan orang dengan kebodohan;['covid', 'ni', 'la', 'nak', 'hiburkan', 'orang', 'kebodohan'];covid ni la nak hiburkan orang kebodohan;covid ni la nak hibur orang bodoh
Pak gubernur trend positif covid di sulsel semakin hari semakin mengkhawatirkan, apa lg di daerah bnyk pemudik dr jkt dan mksr,, kami d daerah cemas sekali pak apa lg ada OTG, pak sebaiknya PSBB maki juga kodong cepat ki sblum terlambat kasian;1.0;pak gubernur trend positif covid di sulsel semakin hari semakin mengkhawatirkan apa lg di daerah bnyk pemudik dr jkt dan mksr kami d daerah cemas sekali pak apa lg ada allcaps otg allcaps pak sebaiknya allcaps psbb allcaps maki juga kodong cepat ki sblum terlambat kasian;['gubernur', 'trend', 'positif', 'covid', 'sulsel', 'mengkhawatirkan', 'lg', 'daerah', 'bnyk', 'pemudik', 'dr', 'jkt', 'mksr', 'd', 'daerah', 'cemas', 'lg', 'allcaps', 'otg', 'allcaps', 'allcaps', 'psbb', 'allcaps', 'maki', 'kodong', 'cepat', 'ki', 'sblum', 'terlambat', 'kasian'];gubernur trend positif covid sulsel mengkhawatirkan lg daerah bnyk pemudik dr jkt mksr d daerah cemas lg allcaps otg allcaps allcaps psbb allcaps maki kodong cepat ki sblum terlambat kasian;gubernur trend positif covid sulsel khawatir lg daerah bnyk mudik dr jkt mksr d daerah cemas lg allcaps otg allcaps allcaps psbb allcaps maki kodong cepat ki sblum lambat kasi
"NKRI Lawan Corona; Hasil Tes Swab Empat Wanita Praja IPDN Negatif Covid-19 ";1.0;allcaps nkri allcaps lawan corona hasil tes swab empat wanita praja allcaps ipdn allcaps negatif covid number;['allcaps', 'nkri', 'allcaps', 'lawan', 'corona', 'hasil', 'tes', 'swab', 'wanita', 'praja', 'allcaps', 'ipdn', 'allcaps', 'negatif', 'covid', 'number'];allcaps nkri allcaps lawan corona hasil tes swab wanita praja allcaps ipdn allcaps negatif covid number;allcaps nkri allcaps lawan corona hasil tes swab wanita praja allcaps ipdn allcaps negatif covid number
Surat terbuka dokter (PDUI) hrs jd perhatian. WHO kemarin livestreaming katakan, 2 jutaan item alat & APD telah dikirim ke 133 negara. BIN malah buka lowongan kerja bagi yg mau jd relawan Covid-19. Aneh. Bingung hadapi wabah Covid-19, berUTANG cepat, gak bingung. Iya gak sih?;0.0;surat terbuka dokter allcaps pdui allcaps hrs jd perhatian allcaps who allcaps kemarin livestreaming katakan number jutaan item alat allcaps apd allcaps telah dikirim ke number negara allcaps bin allcaps malah buka lowongan kerja bagi yg mau jd relawan covid number aneh bingung hadapi wabah covid number berutang cepat gak bingung iya gak sih;['surat', 'terbuka', 'dokter', 'allcaps', 'pdui', 'allcaps', 'hrs', 'jd', 'perhatian', 'allcaps', 'who', 'allcaps', 'kemarin', 'livestreaming', 'number', 'jutaan', 'item', 'alat', 'allcaps', 'apd', 'allcaps', 'dikirim', 'number', 'negara', 'allcaps', 'bin', 'allcaps', 'buka', 'lowongan', 'kerja', 'yg', 'jd', 'relawan', 'covid', 'number', 'aneh', 'bingung', 'hadapi', 'wabah', 'covid', 'number', 'berutang', 'cepat', 'gak', 'bingung', 'iya', 'gak', 'sih'];surat terbuka dokter allcaps pdui allcaps hrs jd perhatian allcaps who allcaps kemarin livestreaming number jutaan item alat allcaps apd allcaps dikirim number negara allcaps bin allcaps buka lowongan kerja yg jd relawan covid number aneh bingung hadapi wabah covid number berutang cepat gak bingung iya gak sih;surat buka dokter allcaps pdui allcaps hrs jd perhati allcaps who allcaps kemarin livestreaming number juta item alat allcaps apd allcaps kirim number negara allcaps bin allcaps buka lowong kerja yg jd rawan covid number aneh bingung hadap wabah covid number utang cepat gak bingung iya gak sih
Nanya dong... Pertama kali covid-19 ada di Indonesia kpn ya? Maret tgl brp gtu...?;0.0;nanya dong repeated pertama kali covid number ada di indonesia kpn ya maret tgl brp gtu repeated;['nanya', 'repeated', 'kali', 'covid', 'number', 'indonesia', 'kpn', 'ya', 'maret', 'tgl', 'brp', 'gtu', 'repeated'];nanya repeated kali covid number indonesia kpn ya maret tgl brp gtu repeated;nanya repeated kali covid number indonesia kpn ya maret tgl brp gtu repeated
Jika kawalan ketat melalui kebenaran yg diberikan Kerajaan kepada sebahagian industri berjaya dilaksanakan tanpa mencetuskan kenaikan mendadak kes positif COVID-19, kita mampu menyelamatkan Nyawa, kedudukan Sosio-Ekonomi Rakyat dan Kewangan Negara.;1.0;jika kawalan ketat melalui kebenaran yg diberikan kerajaan kepada sebahagian industri berjaya dilaksanakan tanpa mencetuskan kenaikan mendadak kes positif allcaps covid allcaps number kita mampu menyelamatkan nyawa kedudukan sosio ekonomi rakyat dan kewangan negara;['kawalan', 'ketat', 'kebenaran', 'yg', 'kerajaan', 'sebahagian', 'industri', 'berjaya', 'dilaksanakan', 'mencetuskan', 'kenaikan', 'mendadak', 'kes', 'positif', 'allcaps', 'covid', 'allcaps', 'number', 'menyelamatkan', 'nyawa', 'kedudukan', 'sosio', 'ekonomi', 'rakyat', 'kewangan', 'negara'];kawalan ketat kebenaran yg kerajaan sebahagian industri berjaya dilaksanakan mencetuskan kenaikan mendadak kes positif allcaps covid allcaps number menyelamatkan nyawa kedudukan sosio ekonomi rakyat kewangan negara;kawal ketat benar yg raja sebahagian industri jaya laksana cetus naik dadak kes positif allcaps covid allcaps number selamat nyawa duduk sosio ekonomi rakyat wang negara
Kami informasikan sebaran kasus Covid-19 di Kabupaten Bantul, berdasarkan data dari Dinas Kesehatan Kabupaten Bantul per Sabtu (11/4) pukul 16.30 WIB. Terdapat 1 pasien positif dari Kecamatan Bambanglipuro yang sembuh.;1.0;kami informasikan sebaran kasus covid number di kabupaten bantul berdasarkan data dari dinas kesehatan kabupaten bantul per sabtu number number pukul number allcaps wib allcaps terdapat number pasien positif dari kecamatan bambanglipuro yang sembuh;['informasikan', 'sebaran', 'covid', 'number', 'kabupaten', 'bantul', 'berdasarkan', 'data', 'dinas', 'kesehatan', 'kabupaten', 'bantul', 'sabtu', 'number', 'number', 'number', 'allcaps', 'wib', 'allcaps', 'number', 'pasien', 'positif', 'kecamatan', 'bambanglipuro', 'sembuh'];informasikan sebaran covid number kabupaten bantul berdasarkan data dinas kesehatan kabupaten bantul sabtu number number number allcaps wib allcaps number pasien positif kecamatan bambanglipuro sembuh;informasi sebar covid number kabupaten bantul dasar data dinas sehat kabupaten bantul sabtu number number number allcaps wib allcaps number pasien positif camat bambanglipuro sembuh
Setelah covid selesai, pasti semua akan memudar. Sedih, tapi ya mau bagaimana lagi heuheu;0.0;setelah covid selesai pasti semua akan memudar sedih tapi ya mau bagaimana lagi heuheu;['covid', 'selesai', 'memudar', 'sedih', 'ya', 'heuheu'];covid selesai memudar sedih ya heuheu;covid selesai pudar sedih ya heuheu
Kalau gak ada Covid-19 entah berapa puluh tahun yang akan datang ya Dok?;0.0;kalau gak ada covid number entah berapa puluh tahun yang akan datang ya dok;['gak', 'covid', 'number', 'puluh', 'ya', 'dok'];gak covid number puluh ya dok;gak covid number puluh ya dok
Gak heran sih, udah bertahun-tahun aja masih banyak yg blm paham penularan HIV/AIDS, ngejauhin penderitanya karna takut tertular. Apalagi Covid-19 yg baru beberapa bulan ini, bukti masyarakat masih sulit dpt informasi yg benar atau emang mereka emang susah dikasih taunya ;1.0;gak heran sih udah bertahun tahun aja masih banyak yg blm paham penularan allcaps hiv allcaps allcaps aids allcaps ngejauhin penderitanya karna takut tertular apalagi covid number yg baru beberapa bulan ini bukti masyarakat masih sulit dpt informasi yg benar atau emang mereka emang susah dikasih taunya;['gak', 'heran', 'sih', 'udah', 'bertahun', 'aja', 'yg', 'blm', 'paham', 'penularan', 'allcaps', 'hiv', 'allcaps', 'allcaps', 'aids', 'allcaps', 'ngejauhin', 'penderitanya', 'karna', 'takut', 'tertular', 'covid', 'number', 'yg', 'bukti', 'masyarakat', 'sulit', 'dpt', 'informasi', 'yg', 'emang', 'emang', 'susah', 'dikasih', 'taunya'];gak heran sih udah bertahun aja yg blm paham penularan allcaps hiv allcaps allcaps aids allcaps ngejauhin penderitanya karna takut tertular covid number yg bukti masyarakat sulit dpt informasi yg emang emang susah dikasih taunya;gak heran sih udah tahun aja yg blm paham tular allcaps hiv allcaps allcaps aids allcaps ngejauhin derita karna takut tular covid number yg bukti masyarakat sulit dpt informasi yg emang emang susah kasih tau
Saat Indonesia berjibaku melawan pandemi Covid-19 sungguh sia-sia bila seorang yang terbukti ahli dan kaya pengalaman justru berada di penjara;0.0;saat indonesia berjibaku melawan pandemi covid number sungguh sia sia bila seorang yang terbukti ahli dan kaya pengalaman justru berada di penjara;['indonesia', 'berjibaku', 'melawan', 'pandemi', 'covid', 'number', 'sungguh', 'sia', 'sia', 'terbukti', 'ahli', 'kaya', 'pengalaman', 'penjara'];indonesia berjibaku melawan pandemi covid number sungguh sia sia terbukti ahli kaya pengalaman penjara;indonesia jibaku lawan pandemi covid number sungguh sia sia bukti ahli kaya alam penjara
